,Commenter_Name,DateTime,Comment,length
884,Mohammad Ajim Ctg,ID: 100051427085545,তাহলে ১০ ডিসেম্বর সত্যি হয়ে জাবে নাকি,7
885,Yeakub Ali,ID: 100083616812688,অভিনন্দন চট্রগ্রামবাসিকে এত সুন্দর একটা সমাবেশ করার জন্য,8
886,Md Mizanur Rohoman,ID: 100023980147246,সফল হোক সার্থক হবে,4
887,Md Sohanur Rahman Mintu,ID: 100006718666648,সৈরাচার হাসিনা নিপাত যাকগনতন্ত্র মুক্তি পাক,6
888,JI Mamun,ID: 100009485823554,অবাক,1
889,Bulbul Ahmed Sumon,ID: 100009274704099,বিএনপি সফল হোক,3
890,Zafar Alam,ID: 100031055321855,এটা সেই চট্টগ্রামযেই চট্টগ্রামের মাটি থেকে শহীদ প্রেসিডেন্ট জিয়াউর রহমান স্বাধীনতার ঘোষণা দিয়েছিলেন,13
891,Md Kaikubad,ID: 100085577451837,,0
892,Saleh Ahmed,ID: 100032564373037,ইনশাআল্লাহ বিজয় আমাদের সুনিশ্চিত,4
893,Alam Khondokar,ID: 100008029085789,আওয়ামী মাপিয়া বাহিনী আজ ভয় পেয়েছে তাই গাট্টি গোট্টা গোল করে বিদেশে পাড়ি দিতে প্রস্তুতি নিতেছে,16
894,Jahid Hasan,ID: 100070869337038,,0
895,Md. Najmul Hasan Meshkat,ID: 100027025262034,জয় হবেই হবে,3
896,Rakib Hasan,ID: 100010233340491,জনসমুদ্র,1
897,Md Foyaezullah,ID: 100080456094569,,0
898,Md Foyaezullah,ID: 100080456094569,,0
899,Rasel Mahafuz,ID: 100001899091980,মাশাআল্লাহ,1
900,Md Habib Hasan,ID: 100085480977692,,0
901,MD Mosarof Hossain,ID: 100007119070970,বিজয়,1
902,Sayed Mohammed Jamal,ID: 100005667049189,ইনশাআল্লাহ জয় হবে এবার,4
903,Nahid Hassan Chayan,ID: 100022116722819,,0
904,Md Mosaraf Hossen,ID: 100037965233151,,0
905,Firoz Ahammad,ID: 100057103881431,,0
906,Alamin Hasan Monir,ID: 100035009504864,সাথে আছি থাকবো চিরো দিন,5
907,Tumon Imran,ID: 1492121812,সম্মেলন সফল ও সার্থক হয়েছে,5
908,Hm Mahmudur Rahman Mithun,ID: 100009282043679,স্বৈরাচার নিপাত যাক গণতন্ত্র মুক্তি পাক,6
909,আদর কাউন্সিলর,ID: 100029231582564,কীসের মামলা কীসের রায় জনগন আজ মুক্তি চায় ভাঙ্গো নৌকা ছিড়ো পালবিদায় করো বাকশাল,14
910,Md Saiful Islam,ID: 100007212600757,,0
911,Md Alinur Islam,ID: 100006368925837,সফল হোক,2
912,Delwar Hossan,ID: 100042035033464,যারা বলে বি এন পি শেষ তারা হয়তো জানেনা বি এন পি মানেই বাংলাদেশ জিয়ার সৈনিক এক হও লড়াই করো এক হও লড়াই করো জিয়ার সৈনিক কে বলেরে জিয়া নাই জিয়া সারা বাংলায় লাল সবুজের পতাকায় জিয়া তোমায় দেখা যায় এক জিয়া লোকান্তরে লক্ষ জিয়া ঘরে ঘরে,47
913,সাহরিয়ার শামীম,ID: 100077258047787,এই জনস্রোত বলে দিচ্ছে বিজয় খুব নিকটে ইনশাআল্লাহ,8
914,Master Abdur Rashid,ID: 100076352661777,হঠাও মাফিয়া বাচাও দেশ টেক ব্যাক বাংলাদেশ চট্টগ্রাম গনসমাবেশ স্লোগানে মুখরিতআগামীর বাংলাদেশ খালেদা জিয়ার বাংলাদেশ আগামীর বাংলাদেশ তারেক রহমানের বাংলাদেশ লাখো লাখো জাতীয়তাবাদের সৈনিকর উপস্থিতি,25
915,Asif Mostafa,ID: 100003304850494,মিডিয়া সেল যেন পতিটা সমাবেশ ড্রোন ক্যামেরা দিয়ে লাইভ প্রোচার করে এটা আমাদের দাবি,14
916,Md Asif,ID: 100050228854250,আলহামদুলিল্লাহ আলহামদুলিল্লাহ আল্লাহ যেন এই ভাবে সামনে সফলতার দিকে এগিয়ে নিয়ে যায়,12
917,Tawfik Alahi,ID: 1031700402,সাবাস,1
918,Mizanur Rahaman Mizan,ID: 100004784176597,বাংলা দেশে বিএনপি আছে থাকবে চিরকাল ইনশাআল্লাহ,7
919,MD Arif,ID: 100021570221769,বিএনপি র প্রতিষ্ঠাতা একজন মুক্তিযোদ্ধা মুক্তিযুদ্ধার দল কখনো হুংকারে ভয় পায় না যুদ্ধ করে বাংলাদেশ স্বাধীন করা হয়েছে না হয় গণতন্ত্র ফিরিয়ে আনার জন্য আরেকটি যুদ্ধের প্রয়োজন আজকের চট্টগ্রামের গণসমাবেশ প্রমাণ করে বাংলাদেশ জাতীয়তাবাদী দল বিএনপি জনগণের দল,38
920,Ashab Uddin Bhuiyan,ID: 100008466246993,বীর চট্টলার মাটি বিএনপির ঘাঁটি,5
921,Muhammad Jowel,ID: 100028967686042,সামীম ওসমান নাকি এখানে ৫ ১০ হাজার মানুষ দেখে হেতে দেখি দিন কানা,13
922,Shirin Shila,ID: 100010261869045,যদি তুমি ভয় পাও তবে তুমি শেষ যদি তুমি রুখে দাড়াও তবেই তুমি বাংলাদেশ,14
923,S　H　O　F　I　 K　ツ,ID: 100072388567364,হঠাও মাফিয়া বাঁচাও দেশ তারেক রহমানের নির্দেশ বাংলাদেশ যাবে কোন পথে ফয়সালা হবে রাঁজ পথে,15
924,Sah Md Suna Ali,ID: 100041262623360,সকল অত্যাচার নির্যাতন প্রতিহত করে জনগনের সরকার প্রতিষ্ঠা হবে ইনশাআল্লাহ,10
925,Shahed Rana,ID: 100012981310580,লাক্ষো মানুষের ভালোবাসা আলহামদুলিল্লাহ,4
926,Mushahid Ahmed Uschash,ID: 100076530092342,জাতীয়তাবাদী দল বিএনপি ইনশাআল্লাহ ক্ষমতায় আসবে,6
927,সাইফুল ইসলাম সাঈম,ID: 100004821794163,,0
928,Eleyas Arafat,ID: 100075541694510,১২ অক্টোবর ২০২২চট্টগ্রামে বিএনপির বিভাগীয় গণ সমাবেশে আসা নেতাকর্মীরা পথে পথে আওয়ামী সন্ত্রাসীদের হামলা ও পুলিশি বাধা উপক্ষা করে সমাবেশে যোগদান করছে লক্ষ লক্ষ নেতাকর্মী গণ সমাবেশে জনতার ঢল যায়গা হচ্ছে না প্রলোগ্রাউন্ড মাঠে সমাবেশ পৌঁছে যায় টাইগার পাস লালখান বাজার সি আর বি কদমতলি এবং নিউমার্কেট পর্যন্ত চট্টগ্রামের ঐতিহাসিক পলোগ্রাউন্ড মাঠে বিএনপির মহা সমাবেশ এ যেনো জনসমুদ্রে রূপ নিয়েছে চট্টলাবাসী আজ আবারও নতুন ইতিহাস রচনা করে দিলো,68
929,M Saidul Hasan,ID: 100004599335046,,0
930,Md Asad,ID: 100009634833124,যে চট্টগ্রামের মাটি থেকে শহীদ প্রেসিডেন্টজিয়াউর রহমান স্বাধীনতার ঘোষণা দিয়েছিলেন গণসমাবেশ সফলভাবে করার জন্য চট্টগ্রাম বাসিকে ধন্যবাদ,17
931,Hridoy Khan,ID: 100085195413199,,0
932,Ahsan Habib,ID: 100042018460075,,0
933,MD Mosiuor Rohaman,ID: 100015268891072,,0
934,মোস্তাফিজুর রহমান সমর্থক গোষ্ঠী,ID: 100086173674757,স্যালুট জানাই,2
935,Md Sumon Khan,ID: 100016539885310,,0
936,Md Badol Sarker,ID: 100024804608727,,0
937,SD Ramjan,ID: 100008807232962,এগিয়ে যাও বিএনপি,3
938,Md Liton,ID: 100084367270806,,0
939,MD Abdul Motin,ID: 100082289379776,সহমত পোষণ করছি চট্টগ্রাম থেকে এবার ২য় স্বাধীনতার ঘোষণা হয়েছে,10
940,Tohin Tohin,ID: 100029512485710,,0
941,Shazzad Chowdhury,ID: 100082856136097,,0
942,MD Naime Islam,ID: 100028487524894,কিছু মানসিক রোগী চোখে পরছে এটা নাকি মানুষ হয়েছে,9
943,MD Shahadat Hossain,ID: 100085082240461,দেশ গড়েছেন শহীদ জিয়া নেত্রী মোদের খালেদা জিয়া,8
944,আমাকে জিয়ার সৈনিক,ID: 100079853921286,,0
945,Rajdeep Rahaman,ID: 100056802375293,ইনশাআল্লাহ জয় হবেই,3
946,Naimur Rahaman Nisat,ID: 100050427191057,,0
947,Ishraque Hossain fan club,ID: 100086474561663,বাংলাদেশ জিন্দাবাদ খালেদা জিয়া জিন্দাবাদ তারিখ জিয়া জিন্দাবাদ শহীদ জিয়া জিন্দাবাদ বাংলাদেশ জিন্দাবাদ,13
948,Md Sujon Hasan,ID: 100077591880864,পাতার নাম পুদিনা মন্ত্রী মিনিস্টার বুঝি না ছেলে আমি এক পিস দেইখা শুইনা খবর নিসবাকির নাম ফাঁকি সাতক্ষীরা জেলায় থাকি অন্তরে মধু মুখে বিষ আমি সুজন ১ পিচ,28
949,Afroja Nisha,ID: 100084791012677,আগামী নির্বাচনে বাংলার জাতি বিএনপি কেই দেখতে চাই,8
950,Wahid Ullah Mazumder Manik,ID: 100030256245565,গতকাল রাত থেকে পুরো ময়মনসিং শহর বিএনপির দখলে সরকার আতঙ্কে যানবাহন বন্ধ করে দিয়েছে সাধারণ মানুষের প্রচুর ভোগান্তি হচ্ছেইনশাআল্লাহ প্রতিটি জেলা বিএনপির দখলে যাবেময়মনসিংহ সমাবেশে ইতিমধ্যে ১২ ঘটিকার মধ্যে পুরা মাঠ কানায় কানায় ভর্তি বিকাল নাগাদ শহরে মানুষ দাঁড়ানোর জায়গা হবে কিনা সন্দেহ আছেবিএনপি অগ্নিগিরির অগ্নুৎপাতে পরিণত হয়েছে বিএনপিকে আর দাবাইয়া রাখতে পারবানা কাছে আসার চেষ্টা করলে অগ্ন্যুৎপাতের তাপে জ্বলে পুড়ে ছারখার হয়ে যাবে শতকরা ৫ ভোটে তাও ভুয়া ম্যাজিক পদ্ধতিতে বারবার নির্বাচিত হওয়ার এ জাদুগিরি পদ্ধতি বাতিলের দাবীতে টানা খিছা আর দেশব্যাপী পুকুরের মাছের মত ব্যাড় দেওয়া কর্মসূচি শুরু হচ্ছে ইনশাআল্লাহ সারাজীবন চরিত্রের অপবাদ দিয়ে যাদের ঘরে তালা দিয়েছে আওয়ামীলীগ নিজেই একঘরে হয়ে নিজের স্বার্থে আবার তাদের সাথে গোপন অভিসারে অবৈধ পরকিয়া সম্পর্ক করে একসাথে ঘরকরার হাতছানি দিচ্ছে হায়রে তাদের চরিত্র হায়রে রাজনীতির লীলাখেলা নিরব অন্ধকার রাস্তায় যখন মানুষ হাটে যখন প্রচন্ড ভয় পায় তখন ভয় কাটার জন্য নিজ থেকে কিছু আবল তাবল কথা বলে আওয়াজ করে আওয়ামী লীগ বিএনপি র প্রচন্ড জনপ্রিয়তা আরআর আন্দোলনের তীব্রতা দেখে সে অন্ধকার রাস্তায় ভয় পাওয়া মানুষের মতো আবোল তাবোল বকতেছে আগামীর রাষ্ট্রনায়ক এশিয়ার উদীয়মান নেতা নতুন প্রজন্মের স্বপ্নদ্রষ্টা জনাব তারেক রহমানের রাজনৈতিক দূরদর্শিতা তার প্রতিটা নির্যাতিত নেতাকর্মী ও তাদের পরিবারের প্রতিনিয়ত খোঁজ খবর রাখা জনগণ ও দেশের প্রতি তার অকুণ্ঠ ভালোবাসা দলকে বিচক্ষনতার সহিত নেতৃত্ব দিয়ে অনেক শক্তিশালী করা এগিয়ে নিয়ে যাওয়া দলের সর্বস্তরের নেতাকর্মী তার প্রতি অগাধ বিশ্বাস ও আনুগত্য স্বীকার করা স্বাধীনতা পরবর্তীতে দেশে রাজনীতির নেতৃত্বে এক উদাহরণ ও ইতিহাসে সৃষ্টি হচ্ছে এবার দ্বাদশ জাতীয় নির্বাচনে হেট্রিক চুরির চেষ্টা করলে ১ যুগের উপর বঞ্চিত দেশের ভোটারেরা বাসায় ঢিল খাওয়া ভিমরুলের মত চারিদিক থেকে আক্রমণ করবে অতএব সাধু সাবধান বিদ্যুৎ ও দ্রব্যমূল্যের অস্থির ও অস্বাভাবিক পরিস্থিতি জ্বালানিসহ সার্বিক অর্থনৈতিক সংকট দেখে মনে হচ্ছে জিয়ার স্বনির্ভর বাংলা লুডু ঘরের সাপে গিলে খাওয়ার মত একাত্তুরের পরবর্তীতে ফিরে যাচ্ছে অতি সন্নিকটেবর্তমান পরিস্থিতিতে দেশের ৮০ শতাংশ জনগণ বিএন পি র দিকে চেয়ে আছে বিএনপি র পক্ষে অবস্থান নিয়েছে বক্তব্যে ওয়াহিদ উল্ল্যা মজুমদার মানিক সাংগঠনিক সম্পাদক কোকো স্মৃতি কেন্দ্রীয় সংসদ কার্যকরী সদস্য সা ফেনী জেলা বি এন পি সম্মানিত সদস্য আহবায়ক কমিটি উপজেলা বি এন পি বর্তমান সহ সভাপতি সা পরশুরাম উপজেলা বি এন পি যুগ্ন আহবায়ক ঢাকাস্থ ফেনী জেলা জাতীয়তাবাদী পরিষদ,346
951,Md Moinul Islam,ID: 100017598150625,,0
952,MH Rʌĸɩɓ Hʌsʌŋ ɱoɱɩŋ,ID: 100058048421374,আলহামদুলিল্লাহ,1
953,Mohammad Islam,ID: 100070193123847,বৃহত্তম দুটি দল আল্লাহু আকবার স্লোগান ত্যাগ করার কারণে চরমভাবে লাঞ্চিত হয়েছে ভবিষ্যতে অস্তিত্ব বিলীন হবে তাদের,17
954,Mohammad Islam,ID: 100070193123847,হুম্মাম কাদের চৌধুরীর আরো সমালোচনা থাকতে পারে গতকাল চট্টগ্রামে দেওয়া তার বক্তব্যের আরও কোনো কোনো অংশ নিয়ে বিরোধীরা কথা বলতে পারে কিন্তু মিডিয়া কথা বলছে তার তাকবীর ধ্বনি নিয়ে বাংলাদেশের প্রধান দুটি রাজনৈতিক দলের মঞ্চ থেকে অনেকদিন এই তাকবির ধনী শোনা যায়নি বলে হিন্দু বান্ধব মিডিয়া এখন খুবই বিব্রত তাদের ইজ্জত পাংচার হয়ে যাচ্ছে এতদিন তবে তারা কী চাষবাসটা করলো হাবেভাবে মনে হচ্ছে বিএনপিরও মোমবাতি মনা কিছু কিছু নেতাও হয়তো একটু আধটু শরম পাচ্ছে ৭ নভেম্বরের তাকবীর ধ্বনি থেকে থেকে উঠে আসা দলের আধুনিক নেতাদের কেউ কেউ অনেক দূর এগিয়ে গেছে তো মঞ্চে তাকবীর শুনলে এখন একটু আধটু লজ্জা শরম লাগবে হুম্মামকে আগে আমার এত বুদ্ধিমান মনে হয়নি কিন্তু সে ই আসলে একটা সাংস্কৃতিক স্পষ্টতার শব্দধনী ছেড়ে দিতে পেরেছে হতে পারে সামনের দিনগুলোতে এ ইস্যুতে আরো কথাবার্তা হবে প্রভাবশালী মিডিয়ার নড়াচড়া চুলকানি খোঁচাখুঁচি দেখলে বিষয়টা সহজেই ধরতে পারবেন,138
955,রায়হান মুহাম্মাদ ইবরাহীম,ID: 100000964498699,জাতীয়তাবাদীরা এখন নিরপেক্ষ সাজতে চাচ্ছে আপনারা কেন তাদেরকে জোর করে ইসলামপন্থী বানাতে চাচ্ছেন,13
956,আরিফ মুরাদ,ID: 100015867969121,বাহ্ ইসলামপন্থী,2
957,Nazrul Haider,ID: 100002296419781,এরা ইসলামপন্থী বাহ্ বাহ্,4
958,Anwar Hossain,ID: 100034442709180,মির্জা ইসলাম পন্থী আহা,4
959,ইউসুফ মানসুর,ID: 100010613986305,এই জাতি মিডিয়া একটা কিছু বললে প্রথমদিন একটু একটু বিশ্বাস করে পরের পরিপূর্ণ অহীর মতো বিশ্বাস করে,17
960,Nazrul Islam Siddique,ID: 100007381542076,দলের নীতিনির্ধারকরা অতি সাধু সাজতে গিয়ে মূল্যবোধের জনপ্রিয়তা হারালেন,9
961,Md. Tarequl Islam,ID: 100001907003864,বিএনপির কোন নেতা আওয়ামীলীগের ৭০ এর নির্বাচনের ইতিহাসটা বলতে পারলো না,11
962,Hafez Mawlana Asad Bin Rafiq Al-Azizy,ID: 100003551518456,নারায়ে তাকবীর আল্লাহু আকবার সাল্লাল্লাহু আলাইহি ওয়া আল্লাম,8
963,মোঃআবু বকর সিদ্দিক শেরপুরী,ID: 100041281064205,এই বাস্তবতা বুঝতে পেরেছিল বলেই তোমরহুম আইনুদ্দীন আল আজাদ রহ ছন্দ সুরে সুর মিলিয়ে ছিলেন নৌকা আর ধানের শীষ দুই সাপের একই বিষ,23
964,Aleef Mohammad,ID: 100052079497993,উনারা ঠিক আছে মিডিয়ার ট্র্যাপে পা দেয়নি ব্যক্তিগত বলে বিষয়টি শেষ করে দিয়েছে মিডিয়াও এর পর এটা নিয়ে আর কিছু বলার সুযোগ পায়নি এরপর আরো বিষয়ে রিপোর্ট করেছে এখন আপনাদেরও উচিত অন্য বিষয়ে ফোকাস করা,35
965,Mannan Chowdhury,ID: 100002158705749,,0
966,Mannan Chowdhury,ID: 100002158705749,,0
967,Abdullah Al Mamun,ID: 100065664671290,যে দলটির সাবেক মহাসচিব মুসলিম সন্তানদের কুরআন শিক্ষায় বিরুদ্ধে স্পষ্ট বক্তব্য প্রদান করে যে দলের বর্তমান মহাসচিব শরীয়া আইনে বিশ্বাসী নয় যে দলের কেন্দ্রীয় নেতৃবৃন্দ নারায়ে তাকবীরের শ্লোগানকে অস্বীকার করে এবং এমন শ্লোগানে চরম বিব্রতবোধ করে ইসলামী দলগুলোর রক্ত ঘামের সিঁড়ি বেয়ে ক্ষমতায় এসে সেই উলামায়ে কেরামকেই যারা সর্বোচ্চ অবহেলার পাত্রে পরিণত করে বাংলার অবিসংবাদিত ও বর্ষীয়ান আলেম শায়খুল হাদীস আল্লামা আজিজুল হক সাহেব রহ এর মতো নির্লোভ শরীক প্রধানকে দীর্ঘ পাঁচদিন পল্টন মুক্তাঙ্গনে বসিয়ে যারা কওমী মাদ্রাসার স্বীকৃতি নিয়ে প্রতারণা করতে পারে দীর্ঘ দুই দশকের বঞ্চনা সয়ে ইসলামী দলগুলো যখন একে একে জোট ছেড়ে বিদায়ের পথে তখন সকল সৌজন্যবোধ ভুলে গিয়ে উল্টো তাদেরকে ঝুটাপার্টি বলে যে দলের কেন্দ্রীয় নেতারা তীর্যক মন্তব্য করতে পারে এমন সুস্পষ্ট একটা সেক্যুলার দলকে ইসলামের ধ্বজাধারী কিংবা ইসলামী মূল্যবোধে বিশ্বাসী বলে মনে করার অমূলক পাগলামির দায় বিএনপি গ্রহণ করতে যাবে কেন বিএনপির তো এখানে কোন অপরাধ নেই তারা তো তাদের দলীয় অবস্থান ও আদর্শকে বারবার সুস্পষ্ট করছে আপনি কেন তাদের চিনতে ভুল করছেন ইসলাম প্রতিষ্ঠায় কোন দুঃখে আপনি তাদের উপর ভরসা করতে যান কেউ বলতে পারেন তাহলে চলমান ফ্যাসিবাদী সরকারপতন আন্দোলনের ভবিষ্যৎ কী এখানে একটি কথা স্পষ্ট করতে চাই বর্তমান সরকারপতন আন্দোলনে আপাতদৃষ্টিতে এখনো বিএনপির কোন বিকল্প শক্তি দৃশ্যমান নয় এ বিষয়ে ডা পিনাকীর মন্তব্যের সাথে আমি একমত কিন্তু আপনি কি জানেন সরকার বিরোধী আগাম আন্দোলনে সফল হতে হলে জাতীয় ও আন্তর্জাতিক পরিস্থিতি বিবেচনায় বিএনপিকে যে আগাগোড়া একটি ধর্মমুক্ত সেক্যুলার দল হিসেবে নিজেকে প্রমাণ করতে হবে তাই এই ইস্যুতে এখানে এদেশের ইসলামপন্থীদের আরও গভীর থেকে কয়েকটি কথা ভাবতে হবে ১ এই লড়াই বা আন্দোলনে কি শুধু সরকার পতনই উদ্দেশ্য হবে নাকি তৎপরবর্তী সাফল্যের কোন রূপরেখাও সামনে থাকবে ২ নির্বাচন আন্দোলন কিংবা রাজনৈতিক কৌশলে যদি সামনে বিজয় আসে তাহলে তৎপরবর্তীতে নেতৃত্বে থাকবে কারা সেক্যুলার না ইসলামপন্থী ৩ আন্দোলনে সফল হওয়ার জন্য আন্তর্জাতিক সাপোর্ট পেতে যে দলটিকে শুরুতেই অত্যাবশ্যকীয়ভাবে সেক্যুলার পরিচয় ধারণ করতে হচ্ছে এমন দলের পতাকাতলে জড়ো হয়ে জান দিয়ে আমাদের ভবিষ্যৎ কী আমাদের মনে রাখতে হবে সেক্যুলার হটিয়ে আরেক সেক্যুলার প্রতিষ্ঠার সংগ্রামে আর যা ই হোক ইসলামপন্থীদের কোন ভবিষ্যৎ নেই তাই আপাতত জান বাঁচুক এই নীতি পরিহার করে নিজেদের ভেতরে শক্তি সঞ্চয় করুন এই নীতি বিগত পঞ্চাশ বছরে আমাদেরকে কেবল আশার মুলা ঝুলিয়ে দেখিয়েছে ভাগ্য বদলাতে পারেনি পারবেওনা আপনি যদি ইসলামপন্থীই হয়ে থাকেন এবং আগামীর বাংলাদেশে ইসলাম নিয়ে কোন সুদূরপ্রসারী স্বপ্ন দেখতে চান তাহলে সময়ের এই কঠিন চ্যালেঞ্জ গ্রহণের কোন বিকল্প নেই আব্দুল্লাহ আল মামুন ১৪ অক্টোবর ২২শুক্রবার,383
968,হাসান আল মাহমুদ,ID: 100005743690780,সুন্দর বলেছেন,2
969,এম জুনাইদ আহমদ কাটখালী,ID: 100023062549567,এরাই দালাল কাপুরুষ নাস্তিকদের দূষর এদের কারনেই বিএনপির এ করুন অবস্তা,11
970,আব্দুল মুনঈম,ID: 100069616834001,জাতীয়তাবাদ ধর্মনিরপেক্ষতারই একটা অংশ ভিন্ন দৃষ্টিতে দেখার সুযোগ নেই,9
971,M.H. Abdullah,ID: 100009475253624,ইদানিং দেখছি খুব মায়া কান্না করছেন ফখরুলী জাতীয়তাবাদের জন্য,9
972,Atiqul Islam Atik,ID: 100071829768020,সাম্প্রতিক সময়ে আল্লাহু আকবার ধ্বনির একটি শ্লোগানই মুমিন ও মুনাফিক মুরতাদদের মধ্যেপার্থক্য দেখিয়ে দিচ্ছে,14
973,Abdul Mazid,ID: 100081261394457,একদম,1
974,আশিকুল ইসলাম,ID: 100004336067401,জাতিয়তাবাদী ইসলামপন্থী হলো কবে,4
975,রাইয়ান ইয়ামিন আইমান,ID: 100004913200088,বাকশালী ভারতীয় বাহিনী জামায়াতকে পরাজিত শক্তি বলে কার্যত জামায়াত ছাড়া সকল জাতীয়তাবাদী ইসলামী শক্তিকে তাঁরা বারবার পরাজিত করে চলেছে গোলামী মানসিকতা ত্যাগ না করলে পরাজিত হতে থাকবে তারেক জিয়া দেশে থাকলেও সাকা পুত্রের স্লোগান গ্রহণ করতো মনেকরিনা,37
976,Oli Ullah,ID: 100051440544082,মিডিয়ার শিরোনাম গুলো দেখলে ইচ্ছে করে এদের সবকয়টাকে জবাই করে মারি,11
977,মির্জা আশিকুর রহমান মাহমূদী,ID: 100008894117999,হুদা সাহেব ২০ বছর পেরিয়ে গেলেও এই বুঝটা আপনি এখনো বুঝলেন না,12
978,মুহাম্মদ আল-আমিন,ID: 100007938031884,আপনাকে মহাসচিব বানানো দরকার,4
979,Bokhtiyar Sayed,ID: 100012500053474,মির্জা ফখরুলের মাধ্যমে বিএনপির আসল চেহারা প্রকাশ পাচ্ছে,8
980,Nazrul Islam Chy,ID: 100002451816094,জাতীয়তাবাদীরা বক্তব্যের শুরুতে বিসমিল্লাহির রাহমানির রাহিম বলতে পারলে বক্তব্যের শেষে নারায়ে তাকবীর আল্লাহু আকবার বলতে অসুবিধা কোথায়,17
981,Kawsar Ahmad Sohail,ID: 100001082398455,দুঃখজনক,1
982,Mirza Kuddus,ID: 100007266790374,বিএনপি র নিকট ইসলাম ইসলাম ছাওয়া বলদের নিকট দুধের আশাকরা এক বরাবর,12
983,মনিরুল ইবনে সিরাজুল,ID: 100013117872771,হিজরা দল বিএনপি,3
984,Mohammad Nijam Uddin,ID: 100009451534347,নৌকা আর ধানের শিষ দুই সাপের একেই বিষ বাণীতে আজাদ রহ,11
985,Belal Hossain,ID: 100010182961795,ইসলাম ফোবিয়া থেকে এত হীনতা৷ এরা মুলত জিয়ার আদর্শের সৈনিক নয়৷,11
986,Kamrul Hasan Rahmani,ID: 100011962148085,আওয়ামী লীগ বিএনপি জন্মলগ্নে নারায়ে তাকবির আল্লাহ আকবার শ্লোগান ব্যবহার করতো এখন কি ধরে নেয়া যায় যে এদের জন্মে বিতর্ক বা দ্বোষ আছে,23
987,Nill Akhas,ID: 100023958308714,,0
988,মোঃ রনি হাসান,ID: 100083129450336,,0
989,MDleton MDleton,ID: 100011777194388,,0
990,MD Imran Islam Farhan,ID: 100074142407095,যুদ্ব হবে বিএনপি থাকবেনা,4
991,MDleton MDleton,ID: 100011777194388,,0
992,Dulal Mia,ID: 100034752326830,,0
993,Md Sabuj,ID: 100022626767523,ভোট চোরদের পতনের ঘন্টা বেজে গেছে এবার পতন হবে ইনশাআল্লাহ,10
994,MD Shamim Islam,ID: 100081810053470,,0
995,Shakawat Hossain,ID: 100081397103923,খালি হাতে মাঠে নামলে হবেনা গজারী হাতে রাখতে হবে কারন সামনে কুত্তা আছে,13
996,Joshim Khan,ID: 100007316340751,প্রশাসন আমাদের বন্ধু এবং আমাদের চা কাকা,7
997,Md Sagor,ID: 100055375184518,,0
998,Demarcus Roberts,ID: 100017369385810,,0
999,মোঃ ইব্রাহিম সিকদার,ID: 100024712160342,,0
1000,Md Rakibul Islam,ID: 100054601070642,,0
1001,Md Saiful Islam,ID: 100084969594950,,0
1002,Rj Rumon Mirja,ID: 100065788658721,,0
1003,MD Nasim,ID: 100024615971763,ইনশাআল্লাহ,1
1004,Nurul Alam,ID: 100075725361034,ইনশাআল্লাহ আবার ক্ষমতায় আসবে বিএনপি সালে,6
1005,Rashedul Anwer,ID: 100015557318640,শনিবার প্রোগ্রামে আসতে ছি আমরা,5
1006,Murad Chowdhury,ID: 100016910922766,সব মাদারচুদেরা কে ভালো বি এন পি বোমাবাজ,8
1007,Md Shofikul Islam,ID: 100085462623692,,0
1008,Md Ismail Khan,ID: 100083869552470,,0
1009,Firoz Kabir,ID: 100017975561524,,0
1010,Firoz Kabir,ID: 100017975561524,,0
1011,Md Azizul,ID: 100075432350477,জয় বাংলা,2
1012,Jamal Miha,ID: 100049321031013,চোর,1
1013,Korban Sardar,ID: 100081468706364,,0
1014,Rakib Mia,ID: 100034643105569,,0
1015,Rakib Mia,ID: 100034643105569,,0
1016,Tanbir Ahmed,ID: 100038204133148,,0
1017,MD Arif,ID: 100063784699416,,0
1018,Md Jamal,ID: 100071015956817,,0
1019,Md Rafiqul Islam Khokon,ID: 100008887244086,এখন থেকে সরকার পতনের ডাক দিতে হবে জিয়ার সৈনিকেরা এক হও,11
1020,Md Shakib,ID: 100068592244723,,0
1021,Md Shakib,ID: 100068592244723,,0
1022,Khourangsa Daimari,ID: 100070029131367,,0
1023,Ashik Ibrahim Bd,ID: 100012975011101,ঠিক,1
1024,Saiful Alam Hridoy,ID: 100010226411216,ডাঃ শাহাদাত এর চেম্বার এ একটা শিশু কে ধর্ষন এর অভিযোগ টা কি সত্যি,14
1025,Ocena Pothik,ID: 100076522035587,,0
1026,Lokman Dhali,ID: 100077289911313,,0
1027,A H Bijoy,ID: 100022330231123,,0
1028,Md Deloar,ID: 100068376642280,,0
1029,MD Alauddin Ahmed,ID: 100015350973356,ছাগু,1
1030,ALamger ALamger,ID: 100083739011535,,0
1031,জিহাদ জিহাদ,ID: 100070428756778,এগিয়ে যাও,2
1032,Mohammad Rofiq Islam,ID: 100086147551645,,0
1033,MD Roshid Chakkri Jibi,ID: 100071410387735,,0
1034,MD Sayed,ID: 100068930389582,,0
1035,M Rahman Minhaj,ID: 100007865555609,হঠাও মাফিয়া বাঁচাও দেশ,4
1036,MD Rubel Alam,ID: 100080875190817,,0
1037,MD Johirul Islam,ID: 100005465985505,টিক,1
1038,Emran Islam,ID: 100035299458163,পুলিশ লীগ তোদের বিচার বাংলার জনগন করবে ইনশাআল্লাহ,8
